id_cliente,nombre,edad,fecha_registro,ultimo_login,pais,ciudad,nro_compras,total_gastado,metodo_pago_preferido,dispositivo,compro_en_campania_pasada
1669,María,17,2022-07-13,2022-07-24,México,Bogotá,4,152.63,paypal,tablet,0
1670,Luis,36,2022-01-28,2023-10-04,Perú,cdmx,4,581.16,,Móvil,0
1671,Pedro,31,2021-10-03,2025-04-26,argentina,Buenos Aires,3,107.02,tarjeta,,0
1672,Luis,24,2016-10-25,2021-11-06,México,medellin,3,144.88,,pc,1
1673,María,36,2020-11-12,2024-05-16,COLOMBIA,Bogotá,5,120.04,efectivo,,0
1674,Pedro,36,2019-05-01,2021-04-12,peru,CDMX,5,122.29,Tarjeta,tablet,1
1675,Sofía,53,2016-10-11,2019-10-24,México,CDMX,2,48.25,paypal,móvil,1
1676,Juan,43,2019-01-29,2018-11-26,argentina,bogota,3,109.8,efectivo,,0
1677,,37,2015-10-15,2020-07-08,ARGENTINA,cdmx,5,137.39,Efectivo,tablet,0
1678,María,23,2019-08-27,2022-10-21,ARGENTINA,,2,273.19,,Pc,1
1679,desconocido,22,2016-02-16,2018-01-25,peru,cdmx,8,30.13,Efectivo,Móvil,0
1680,María,42,2021-09-13,2021-06-27,mexico,Buenos Aires,1,169.55,Efectivo,Móvil,1
1681,María,32,2022-01-19,2025-12-15,mexico,Medellín,2,217.06,tarjeta,Móvil,0
1682,Pedro,37,2017-11-07,2019-10-03,ARGENTINA,bogota,10,96.51,efectivo,pc,0
1683,Ana,46,2015-05-16,2016-06-14,mexico,medellin,7,159.33,paypal,,1
1684,Laura,16,2020-07-18,2022-09-25,argentina,,2,248.09,efectivo,Móvil,0
1685,Ana,51,2017-01-28,2017-12-18,ARGENTINA,,4,125.14,paypal,tablet,1
1686,Sofía,46,2018-06-25,2023-11-11,México,Medellín,4,81.1,Tarjeta,pc,0
1687,desconocido,10,2022-11-30,2028-01-25,peru,Bogotá,3,348.25,Tarjeta,Pc,0
1688,Juan,63,2022-07-20,2026-04-18,COLOMBIA,Bogotá,6,898.67,paypal,móvil,0
1689,Carlos,38,2017-10-21,2020-11-27,México,medellin,4,48.83,efectivo,Móvil,1
1690,Sofía,29,2016-01-16,2020-09-08,México,medellin,4,440.36,paypal,tablet,0
1691,Carlos,41,2021-12-31,2023-04-09,Colombia,cdmx,5,157.68,paypal,pc,0
1692,Carlos,23,2019-03-09,2022-06-25,,CDMX,6,118.81,Efectivo,,0
1693,Juan,41,2017-03-16,2022-01-05,peru,cdmx,6,447.29,paypal,,0
1694,Luis,25,2016-04-20,2016-05-22,ARGENTINA,Lima,7,482.34,Efectivo,tablet,0
1695,Ana,59,2017-08-11,2018-07-25,Perú,Lima,5,63.67,,,0
1696,María,35,2017-04-28,2022-01-22,argentina,,2,88.75,Efectivo,Móvil,1
1697,,42,2017-06-15,2019-07-04,Colombia,cdmx,9,382.01,paypal,móvil,1
1698,Carlos,25,2015-02-01,2018-04-07,ARGENTINA,Buenos Aires,7,134.99,,pc,0
1699,desconocido,44,2020-04-11,2024-01-21,COLOMBIA,bogota,4,67.94,tarjeta,tablet,1
1700,Sofía,34,2020-12-05,2023-02-13,,Buenos Aires,4,654.96,efectivo,pc,0
1701,Luis,18,2015-07-10,2017-04-28,México,,0,48.93,paypal,Móvil,0
1702,Carlos,32,2019-11-06,2023-10-15,Perú,medellin,9,188.49,Tarjeta,,1
1703,Luis,58,2019-11-09,2024-10-12,mexico,CDMX,6,111.69,paypal,Móvil,0
1704,Luis,45,2020-10-22,2022-11-22,Perú,CDMX,6,120.04,paypal,Pc,1
1705,Carlos,30,2016-09-14,2021-06-27,argentina,bogota,4,22.41,Tarjeta,Pc,0
1706,Pedro,12,2018-01-31,2019-03-21,,CDMX,4,59.45,Efectivo,Móvil,1
1707,Laura,25,2022-12-28,2025-05-13,,,6,36.54,Efectivo,pc,1
1708,desconocido,18,2016-08-08,2020-09-07,mexico,medellin,7,276.96,tarjeta,tablet,0
1709,María,12,2021-10-03,2021-09-16,México,Medellín,6,239.3,paypal,tablet,1
1710,María,44,2016-04-17,2018-03-15,COLOMBIA,Lima,4,316.08,paypal,pc,0
1711,desconocido,35,2019-11-23,2024-01-02,México,Buenos Aires,7,240.3,efectivo,móvil,0
1712,Pedro,56,2015-04-24,2016-06-18,argentina,cdmx,3,27.56,,pc,1
1713,María,23,2018-11-03,2021-11-29,COLOMBIA,cdmx,6,768.8,Efectivo,Móvil,0
1714,Luis,34,2018-08-29,2022-10-01,México,CDMX,2,41.78,paypal,Móvil,0
1715,Juan,18,2021-07-05,2021-11-15,,cdmx,6,86.29,efectivo,Pc,0
1716,Sofía,27,2015-12-05,2020-09-11,colombia,,5,245.43,tarjeta,tablet,0
1717,Ana,32,2021-04-04,2024-11-10,Colombia,bogota,4,30.27,efectivo,Pc,1
1718,María,30,2018-04-11,2022-05-09,COLOMBIA,Medellín,3,37.39,Efectivo,tablet,0
1719,desconocido,35,2015-03-20,2018-12-18,colombia,Bogotá,4,418.42,Efectivo,pc,0
1720,Juan,46,2016-04-08,2017-01-25,ARGENTINA,medellin,9,80.7,tarjeta,móvil,1
1721,Carlos,45,2020-04-05,2020-01-04,ARGENTINA,bogota,2,219.07,,,1
1722,Laura,25,2022-04-06,2023-08-31,México,cdmx,3,391.44,paypal,tablet,1
1723,desconocido,34,2020-06-10,2025-06-27,mexico,Bogotá,5,723.88,efectivo,móvil,1
1724,Luis,44,2016-07-15,2018-03-21,México,Buenos Aires,3,47.22,paypal,móvil,0
1725,Laura,47,2015-10-12,2020-10-12,mexico,cdmx,4,26.23,paypal,móvil,0
1726,Sofía,27,2015-08-11,2015-08-20,México,,6,269.98,paypal,pc,0
1727,Sofía,43,2022-03-25,2024-03-27,Perú,cdmx,11,41.7,Tarjeta,móvil,0
1728,Pedro,38,2018-07-13,2018-12-25,argentina,Lima,6,173.59,tarjeta,móvil,0
1729,,22,2019-08-18,2023-03-06,Colombia,CDMX,3,152.13,paypal,Móvil,1
1730,Pedro,44,2021-08-17,2026-11-30,mexico,Buenos Aires,4,164.16,tarjeta,Móvil,1
1731,Juan,36,2018-06-10,2020-11-01,argentina,Buenos Aires,7,209.85,,tablet,0
1732,Laura,14,,,Perú,,1,380.62,paypal,Móvil,0
1733,,31,,,ARGENTINA,cdmx,5,63.44,efectivo,tablet,1
1734,Carlos,35,2022-06-11,2026-08-07,México,Bogotá,4,162.05,efectivo,móvil,1
1735,Luis,27,2017-04-07,2019-08-09,peru,,3,82.1,tarjeta,Móvil,0
1736,Laura,49,2022-09-11,2026-12-28,argentina,Medellín,9,76.76,paypal,Pc,0
1737,Pedro,50,2020-05-14,2023-10-15,México,,4,4.13,tarjeta,,0
1738,Ana,30,2020-05-19,2024-06-01,ARGENTINA,Lima,1,182.96,tarjeta,,0
1739,,29,2021-08-24,2024-04-08,mexico,Medellín,5,718.75,Tarjeta,pc,0
1740,,33,2022-10-12,2027-11-12,argentina,,8,286.47,paypal,Móvil,1
1741,Luis,32,2016-09-05,2018-09-23,COLOMBIA,Lima,7,55.62,Tarjeta,pc,1
1742,María,27,2016-07-16,2018-11-25,México,Lima,3,251.84,paypal,,1
1743,Sofía,-9,2021-10-03,2026-06-24,argentina,Lima,3,70.57,Efectivo,Móvil,1
1744,Sofía,56,2020-09-30,2022-11-26,,bogota,4,280.2,Efectivo,,0
1745,Ana,35,2019-10-11,2021-07-16,Perú,medellin,9,386.11,Tarjeta,Móvil,0
1746,Juan,32,2022-11-06,2026-07-09,colombia,Buenos Aires,3,81.39,Efectivo,Pc,1
1747,Juan,38,2019-12-11,2023-02-01,mexico,bogota,7,0.44,Tarjeta,móvil,0
1748,Carlos,34,2020-05-22,2020-08-05,Colombia,medellin,8,72.77,Efectivo,tablet,1
1749,Laura,29,2021-03-02,2022-06-10,Colombia,Buenos Aires,8,46.1,Tarjeta,Móvil,1
1750,desconocido,22,2035-01-01,2039-05-07,Perú,Medellín,3,192.79,Efectivo,Móvil,1
1751,María,12,2015-09-14,2019-04-14,COLOMBIA,cdmx,1,68.52,tarjeta,pc,1
1752,Pedro,18,2015-07-04,2015-12-12,COLOMBIA,bogota,2,7.34,tarjeta,móvil,0
1753,desconocido,21,2021-01-01,2022-03-07,peru,Buenos Aires,-2,151.57,tarjeta,Móvil,0
1754,desconocido,42,2020-07-24,2025-06-05,peru,Buenos Aires,3,415.39,paypal,Móvil,1
1755,,43,2019-09-10,2023-03-27,colombia,Bogotá,2,120.05,efectivo,tablet,0
1756,Ana,24,2015-09-03,2020-01-26,colombia,Medellín,8,94.42,Tarjeta,,0
1757,Sofía,3,2021-02-12,2024-03-08,peru,bogota,8,39.33,efectivo,móvil,1
1758,Carlos,-5,2017-05-15,2019-09-09,Perú,Lima,3,98.0,tarjeta,móvil,1
1759,Juan,29,2020-09-18,2022-01-15,ARGENTINA,Lima,6,80.37,Tarjeta,,1
1760,Ana,29,2016-08-23,2020-10-21,mexico,medellin,4,1056.61,Tarjeta,Móvil,1
1761,,46,2017-08-19,2020-07-09,,Buenos Aires,10,6.19,paypal,móvil,1
1762,Pedro,36,2018-12-12,2023-06-20,peru,Medellín,6,54.58,efectivo,móvil,1
1763,Carlos,23,2020-08-18,2026-01-20,COLOMBIA,,4,14.22,,tablet,0
1764,,-5,2021-07-25,2022-09-29,mexico,CDMX,7,389.57,efectivo,Pc,0
1765,Sofía,31,2020-11-01,2023-12-07,ARGENTINA,bogota,2,108.02,Efectivo,,1
1766,Sofía,24,2016-06-16,2021-08-22,colombia,,2,318.19,Tarjeta,,1
1767,Sofía,34,2017-09-15,2022-01-29,México,Bogotá,8,235.63,tarjeta,tablet,1
1768,Ana,47,2020-08-04,2024-07-19,Perú,Buenos Aires,2,526.31,Efectivo,Pc,0
1769,Ana,18,2015-12-24,2019-08-22,COLOMBIA,cdmx,5,4.81,,tablet,0
1770,Juan,36,2016-01-13,2016-10-09,Colombia,Bogotá,9,46.47,Efectivo,,1
1771,Juan,45,2021-01-28,2021-12-02,Colombia,medellin,5,242.15,Tarjeta,,1
1772,Pedro,33,2017-11-14,2021-06-12,colombia,Medellín,5,176.0,Efectivo,Móvil,1
1773,Carlos,43,2016-01-28,2021-01-02,México,Lima,5,237.27,Tarjeta,tablet,0
1774,Luis,31,2018-01-31,2021-11-01,COLOMBIA,Lima,4,171.36,Tarjeta,móvil,1
1775,Luis,37,2016-12-02,2018-05-02,Perú,cdmx,5,173.99,Efectivo,móvil,0
1776,,40,2018-12-04,2018-11-04,colombia,Buenos Aires,5,539.34,tarjeta,pc,1
1777,Sofía,28,2022-02-09,2022-01-23,ARGENTINA,Lima,10,508.4,,Móvil,1
1778,Carlos,58,2017-02-22,2017-07-30,Colombia,medellin,8,7.75,Efectivo,móvil,1
1779,desconocido,41,2020-01-03,2023-05-12,argentina,Lima,2,106.77,efectivo,Móvil,1
1780,Ana,50,2021-07-07,2023-10-16,,Bogotá,6,142.9,Tarjeta,tablet,1
1781,Laura,47,2022-10-12,2023-08-01,mexico,Medellín,6,88.6,tarjeta,móvil,0
1782,María,38,2022-05-20,2025-10-05,peru,bogota,3,10.17,,Móvil,1
1783,Pedro,51,2017-09-09,2022-09-12,ARGENTINA,Lima,9,127.84,paypal,tablet,0
1784,Sofía,37,2022-02-03,2026-07-12,Perú,,2,743.43,paypal,,1
1785,Sofía,26,2017-11-08,2019-04-17,argentina,CDMX,5,14.99,Efectivo,Pc,0
1786,Sofía,35,2018-03-17,2023-02-11,Perú,,2,339.3,paypal,pc,0
1787,Ana,22,2021-12-13,2026-09-14,Colombia,Buenos Aires,5,43.54,efectivo,tablet,0
1788,Ana,9,2021-05-19,2022-08-23,ARGENTINA,Bogotá,3,171.98,Efectivo,,1
1789,María,24,2017-05-11,2021-12-29,colombia,bogota,1,97.89,Efectivo,Pc,0
1790,desconocido,35,2020-02-20,2022-06-09,Colombia,cdmx,7,85.85,,Móvil,1
1791,Carlos,47,2020-01-10,2022-12-10,COLOMBIA,CDMX,6,408.68,tarjeta,Pc,1
1792,Sofía,24,2019-08-26,2024-06-25,COLOMBIA,Lima,8,725.93,Tarjeta,móvil,0
1793,Luis,47,2015-04-23,2020-03-18,,,4,97.77,Efectivo,,1
1794,Juan,20,2019-08-13,2023-10-30,mexico,medellin,1,204.58,Efectivo,,0
1795,Luis,23,2019-06-11,2023-05-31,México,Buenos Aires,5,162.57,Efectivo,Móvil,0
1796,,52,2018-11-23,2020-10-04,peru,medellin,4,16.01,tarjeta,pc,0
1797,Luis,35,2017-05-11,2021-09-21,colombia,Medellín,5,8.41,Efectivo,pc,0
1798,,32,2022-04-11,2023-08-20,argentina,bogota,3,296.92,,Móvil,0
1799,Laura,37,2020-04-16,2025-08-24,peru,Buenos Aires,4,100.35,Tarjeta,móvil,0
1800,Juan,20,2016-05-22,2017-02-01,,Buenos Aires,5,73.51,Tarjeta,Móvil,1
1801,Luis,31,2019-07-26,2024-11-16,ARGENTINA,Medellín,8,847.87,Efectivo,Móvil,0
1802,Laura,35,2016-04-10,2017-01-26,México,Bogotá,5,17.82,tarjeta,,1
1803,Pedro,49,2022-11-11,2024-03-03,Perú,cdmx,12,62.69,paypal,Móvil,0
1804,Carlos,14,2022-04-10,2026-06-28,mexico,CDMX,5,388.7,Efectivo,tablet,1
1805,Laura,56,2018-01-26,2023-04-18,peru,Buenos Aires,6,107.23,,pc,1
1806,Carlos,33,2015-10-17,2020-03-27,peru,cdmx,1,175.53,Efectivo,pc,0
1807,Luis,21,2022-12-25,2023-02-26,mexico,medellin,7,9.92,efectivo,móvil,0
1808,desconocido,19,2019-10-29,2021-04-18,peru,bogota,3,505.88,,pc,0
1809,Laura,38,2022-09-30,2028-02-15,argentina,Buenos Aires,8,29.45,tarjeta,móvil,0
1810,Juan,18,2021-01-18,2021-03-28,México,CDMX,5,48.0,Tarjeta,,0
1811,Luis,28,2022-04-25,2022-12-20,Colombia,Buenos Aires,4,34.11,tarjeta,móvil,0
1812,Sofía,32,2020-02-10,2021-10-27,ARGENTINA,CDMX,6,137.63,tarjeta,pc,1
1813,Ana,48,2016-12-17,2021-12-24,mexico,cdmx,4,339.49,Efectivo,Móvil,0
1814,Laura,47,2018-11-01,2021-05-23,mexico,CDMX,6,62.1,efectivo,Móvil,1
1815,Juan,27,2016-07-20,2020-10-12,Perú,Medellín,5,30.7,Efectivo,tablet,1
1816,Pedro,32,2019-01-13,2019-02-14,,Buenos Aires,5,105.5,tarjeta,móvil,1
1817,Sofía,15,2017-09-20,2019-09-12,,Medellín,5,799.68,Efectivo,Pc,1
1818,Pedro,10,2018-02-14,2020-06-16,peru,medellin,4,2.22,,Pc,1
1819,Luis,-5,2020-06-10,2021-02-10,mexico,cdmx,4,140.24,tarjeta,,0
1820,Ana,48,2022-03-28,2023-08-18,peru,bogota,4,221.35,Tarjeta,pc,0
1821,Laura,44,2020-06-16,2021-12-06,COLOMBIA,Lima,5,328.72,Efectivo,pc,1
1822,Laura,39,2019-12-15,2022-07-19,Perú,CDMX,6,274.23,Efectivo,Pc,0
1823,desconocido,17,2018-04-19,2022-02-11,peru,CDMX,6,15.47,Tarjeta,tablet,1
1824,desconocido,26,2017-08-16,2020-09-13,COLOMBIA,CDMX,11,123.93,Efectivo,,1
1825,Luis,24,2019-09-13,2019-11-01,colombia,bogota,8,16.4,tarjeta,móvil,0
1826,Luis,33,2035-01-01,2038-12-20,,,6,193.44,paypal,móvil,1
1827,Ana,32,2019-12-24,2023-05-04,México,Medellín,5,16.03,Efectivo,,1
1828,desconocido,22,2018-08-03,2022-08-06,,Lima,8,9.93,Tarjeta,pc,1
1829,Juan,39,2016-04-19,2016-02-28,Colombia,CDMX,3,73.06,Tarjeta,,0
1830,Juan,37,2016-09-09,2020-07-15,Perú,CDMX,7,558.83,paypal,pc,0
1831,Ana,26,2016-10-02,2017-05-24,Perú,medellin,6,247.57,tarjeta,,0
1832,Juan,38,2021-04-28,2024-10-24,mexico,cdmx,5,0.81,efectivo,Móvil,0
1833,,48,2015-06-11,2016-12-29,peru,Lima,4,67.02,tarjeta,tablet,1
1834,Carlos,52,2020-06-26,2024-10-15,colombia,Lima,7,3.53,,móvil,1
1835,Ana,40,2020-06-05,2022-12-07,Colombia,Buenos Aires,3,69.72,Efectivo,Móvil,0
1836,Ana,40,2021-02-06,2021-09-29,peru,CDMX,4,231.35,Tarjeta,Pc,0
1837,María,32,2016-12-25,2018-07-13,Colombia,Lima,5,285.24,Tarjeta,Móvil,1
1838,Sofía,47,2016-04-13,2016-03-24,mexico,medellin,1,326.04,tarjeta,,1
1839,Sofía,22,2019-12-15,2024-08-09,mexico,,4,481.57,tarjeta,Pc,0
1840,,45,2015-01-21,2015-06-27,,CDMX,5,91.08,Efectivo,Pc,1
1841,desconocido,31,2015-09-17,2018-02-23,ARGENTINA,Medellín,7,396.97,tarjeta,móvil,1
1842,Luis,52,2021-11-18,2022-02-10,,CDMX,-5,260.15,paypal,Móvil,1
1843,Luis,42,2018-02-13,2022-07-17,Perú,,6,154.33,paypal,móvil,1
1844,Pedro,34,2018-12-07,2018-12-29,Perú,Buenos Aires,3,618.58,efectivo,tablet,0
1845,,32,2016-06-20,2017-11-06,colombia,Bogotá,4,590.31,Tarjeta,tablet,1
1846,Ana,41,2017-08-09,2019-10-21,México,CDMX,5,455.78,Efectivo,tablet,1
1847,,40,2022-09-14,2026-08-21,COLOMBIA,cdmx,7,45.19,Efectivo,tablet,0
1848,,30,2020-06-02,2025-07-27,COLOMBIA,bogota,3,46.61,tarjeta,Pc,0
1849,,36,2020-01-15,2023-08-01,peru,cdmx,8,462.53,Tarjeta,,1
1850,Sofía,45,2020-01-31,2023-05-23,mexico,,5,101.47,efectivo,tablet,0
1851,,18,2017-04-30,2022-02-28,argentina,medellin,6,319.35,efectivo,móvil,0
1852,Carlos,43,2020-05-25,2025-06-09,mexico,Medellín,2,232.27,efectivo,,0
1853,Luis,41,2018-07-04,2022-08-09,argentina,,3,287.4,,Móvil,0
1854,Pedro,49,2018-04-06,2019-05-01,mexico,bogota,3,5.33,Tarjeta,Móvil,1
1855,Carlos,26,2016-06-16,2019-01-26,COLOMBIA,,7,112.41,,móvil,0
1856,Pedro,35,2020-08-24,2022-04-17,México,bogota,9,389.11,efectivo,pc,1
1857,María,37,2020-09-28,2024-01-02,México,Medellín,8,134.64,,pc,0
1858,Pedro,43,2015-10-31,2021-03-12,,Lima,2,234.32,,pc,0
1859,Luis,40,2016-02-20,2019-03-10,,bogota,4,282.08,paypal,pc,0
1860,Luis,20,2015-11-01,2019-06-16,colombia,Bogotá,5,25.74,tarjeta,Pc,0
1861,,38,2021-02-21,2025-02-20,argentina,,4,33.86,efectivo,Pc,0
1862,Laura,59,2017-03-23,2022-04-07,argentina,cdmx,-2,257.87,paypal,Móvil,1
1863,María,42,2022-10-18,2024-02-29,argentina,,6,11.22,paypal,Móvil,1
1864,Ana,54,2021-09-01,2026-05-07,,Medellín,5,83.68,Efectivo,Pc,0
1865,Juan,47,2022-09-05,2025-07-05,mexico,Medellín,5,500.41,,Pc,1
1866,Pedro,51,2035-01-01,2034-12-11,ARGENTINA,Medellín,7,170.83,tarjeta,Móvil,1
1867,Laura,38,2021-11-07,2023-11-12,,bogota,3,482.66,Efectivo,móvil,1
1868,,41,2016-12-13,2018-06-17,COLOMBIA,cdmx,2,74.04,Tarjeta,Pc,1
1869,Sofía,38,2022-07-15,2023-05-27,Perú,Medellín,6,202.46,paypal,móvil,0
1870,Ana,35,2022-12-05,2026-09-05,peru,CDMX,6,67.58,,tablet,1
1871,desconocido,43,2019-08-09,2024-12-25,ARGENTINA,CDMX,8,23.56,Efectivo,móvil,0
1872,Laura,28,2018-08-26,2021-04-29,mexico,Medellín,7,935.45,tarjeta,móvil,0
1873,Sofía,57,2015-06-24,2020-05-31,mexico,Medellín,5,38.77,paypal,Pc,1
1874,María,23,2017-12-25,2019-10-01,peru,Bogotá,3,41.77,efectivo,tablet,0
1875,,44,2018-11-17,2024-02-01,argentina,cdmx,3,368.93,tarjeta,pc,1
1876,Ana,51,2020-06-10,2020-10-27,COLOMBIA,Medellín,6,324.14,efectivo,móvil,0
1877,Ana,32,2021-05-15,2026-06-02,argentina,Bogotá,7,761.8,Tarjeta,tablet,1
1878,Ana,21,2017-01-27,2019-02-21,argentina,,10,14.89,efectivo,tablet,0
1879,María,48,2021-08-07,2026-03-30,Perú,Bogotá,6,19.77,efectivo,Pc,0
1880,Pedro,37,2019-11-08,2024-06-05,Perú,CDMX,6,119.1,Tarjeta,tablet,0
1881,desconocido,44,2015-06-20,2016-05-04,México,CDMX,5,179.17,Tarjeta,,1
1882,María,33,2017-12-10,2019-08-10,Colombia,bogota,2,7.75,efectivo,pc,1
1883,Juan,55,2018-09-13,2022-12-28,Colombia,Bogotá,5,34.49,paypal,Pc,1
1884,desconocido,9,2016-10-26,2020-04-01,,cdmx,7,243.03,paypal,,1
1885,Luis,39,2016-08-14,2021-12-01,argentina,Lima,8,220.85,,móvil,1
1886,,150,2018-03-14,2019-10-14,peru,,3,18.79,Efectivo,Pc,1
1887,María,36,2021-05-10,2022-05-31,argentina,Buenos Aires,5,536.67,Efectivo,móvil,0
1888,Sofía,38,2021-12-30,2023-06-05,COLOMBIA,Medellín,6,58.81,Tarjeta,Pc,1
1889,desconocido,29,2021-08-07,2025-04-06,colombia,,7,436.48,tarjeta,tablet,1
1890,Juan,35,2018-09-10,2019-01-06,peru,Bogotá,6,512.76,efectivo,pc,1
1891,Luis,14,2017-04-27,2021-02-09,Colombia,cdmx,5,134.7,Tarjeta,Pc,1
1892,Pedro,26,2022-05-26,2024-01-06,ARGENTINA,bogota,4,106.19,Tarjeta,,0
1893,Sofía,25,2021-06-03,2026-09-14,México,,4,65.18,Tarjeta,Móvil,1
1894,desconocido,43,2016-05-08,2018-11-06,México,,5,329.41,paypal,tablet,1
1895,,28,2016-06-29,2017-06-10,,Buenos Aires,5,43.78,tarjeta,Pc,1
1896,Sofía,28,2021-06-09,2022-03-10,argentina,Lima,11,194.64,paypal,tablet,0
1897,Luis,30,2019-01-30,2024-01-26,peru,cdmx,6,167.47,Efectivo,Móvil,0
1898,Sofía,26,2017-06-22,2018-12-11,COLOMBIA,bogota,4,57.24,Tarjeta,,0
1899,Carlos,38,2021-04-05,2025-10-31,ARGENTINA,medellin,3,815.46,paypal,tablet,1
1900,Laura,39,2022-05-21,2026-03-25,,Lima,5,374.58,Tarjeta,tablet,0
1901,Pedro,44,2019-03-21,2019-06-22,mexico,cdmx,3,4.15,tarjeta,Pc,0
1902,Luis,42,2017-06-02,2020-12-22,,,7,109.72,efectivo,tablet,0
1903,Sofía,41,2021-09-23,2025-07-29,mexico,CDMX,5,88.94,paypal,,0
1904,Laura,31,2022-08-05,2027-02-06,Colombia,cdmx,3,428.79,tarjeta,Pc,1
1905,Laura,30,2021-06-23,2021-11-19,COLOMBIA,cdmx,7,61.44,efectivo,pc,0
1906,Sofía,24,2022-01-16,2025-02-13,mexico,Buenos Aires,3,1293.98,Tarjeta,Móvil,0
1907,,24,2017-06-23,2018-09-01,Perú,Buenos Aires,2,44.65,,,1
1908,Carlos,37,2016-09-11,2019-06-14,COLOMBIA,cdmx,5,55.91,tarjeta,,1
1909,María,26,2017-08-10,2018-08-02,argentina,Buenos Aires,1,219.37,Efectivo,móvil,0
1910,Carlos,52,2022-10-19,2026-04-28,argentina,Lima,5,35.12,,Móvil,1
1911,Sofía,34,2015-11-16,2015-09-16,,Bogotá,7,439.29,efectivo,tablet,0
1912,Pedro,53,2017-05-25,2021-05-03,Colombia,CDMX,4,23.29,efectivo,,1
1913,María,41,2021-07-04,2021-12-11,mexico,CDMX,5,818.68,Tarjeta,Pc,1
1914,Luis,25,2020-03-15,2024-06-03,argentina,,6,415.32,Efectivo,móvil,1
1915,Carlos,34,2017-01-22,2020-03-14,colombia,Lima,4,366.09,paypal,móvil,1
1916,Sofía,14,2022-05-28,2022-06-22,colombia,Lima,6,104.59,tarjeta,,1
1917,Carlos,37,2018-10-11,2021-11-13,mexico,bogota,8,144.16,,tablet,0
1918,María,26,2017-11-03,2021-02-21,Colombia,Buenos Aires,5,121.89,Tarjeta,,1
1919,Juan,21,2015-03-12,2015-04-16,colombia,Medellín,5,875.24,Efectivo,móvil,1
1920,desconocido,53,2022-11-14,2026-08-04,argentina,,3,7.09,efectivo,Pc,1
1921,Carlos,47,2022-12-22,2023-01-26,Colombia,cdmx,8,96.16,efectivo,tablet,1
1922,Luis,47,2020-01-10,2021-12-22,mexico,,6,690.85,,,1
1923,Luis,44,2019-03-27,2021-04-16,COLOMBIA,,2,92.21,efectivo,Móvil,1
1924,Ana,20,2015-04-16,2019-10-16,Colombia,Lima,3,101.63,Efectivo,tablet,1
1925,Carlos,30,2017-02-08,2022-02-20,argentina,Buenos Aires,5,199.55,Efectivo,tablet,1
1926,desconocido,30,2020-07-02,2022-08-11,COLOMBIA,bogota,5,475.61,paypal,móvil,0
1927,,14,2021-02-21,2024-11-24,ARGENTINA,CDMX,8,69.78,tarjeta,,0
1928,Laura,28,2021-01-01,2022-06-19,,Medellín,3,589.79,efectivo,pc,0
1929,desconocido,28,2018-10-05,2023-01-03,México,Bogotá,4,66.41,paypal,móvil,0
1930,Laura,36,2021-11-23,2023-06-14,ARGENTINA,cdmx,5,337.91,Efectivo,,1
1931,Laura,65,2019-09-06,2022-12-12,COLOMBIA,,5,64.55,paypal,,0
1932,Juan,34,2015-08-04,2016-01-19,México,bogota,4,15.16,efectivo,pc,0
1933,Ana,36,2018-01-21,2020-02-20,,,4,334.58,tarjeta,tablet,1
1934,desconocido,31,2015-09-17,2016-10-02,peru,Buenos Aires,5,119.6,paypal,tablet,0
1935,desconocido,43,2017-07-22,2020-09-25,ARGENTINA,,7,99.1,Efectivo,,1
1936,Juan,150,2016-07-28,2016-07-30,argentina,CDMX,11,112.38,Tarjeta,Móvil,0
1937,Carlos,57,2019-04-14,2022-12-27,Colombia,bogota,4,189.13,,móvil,0
1938,Carlos,33,2019-12-16,2021-11-06,Colombia,cdmx,5,60.95,Tarjeta,Móvil,0
1939,Carlos,30,2015-10-12,2020-02-05,México,Lima,7,54.17,paypal,Pc,0
1940,Pedro,46,2021-12-06,2022-04-23,México,Medellín,2,132.11,Efectivo,tablet,0
1941,Laura,24,2020-05-08,2024-06-04,México,cdmx,4,7.26,paypal,,1
1942,Pedro,43,2021-08-16,2023-10-06,mexico,cdmx,3,205.92,paypal,,0
1943,Ana,51,2015-03-11,2017-05-06,argentina,Buenos Aires,4,346.15,Tarjeta,Móvil,0
1944,Juan,32,2016-01-14,2019-04-07,México,Bogotá,5,259.96,,Pc,1
1945,desconocido,59,2018-07-26,2020-10-26,colombia,medellin,10,126.71,paypal,pc,0
1946,Laura,42,2021-06-07,2023-05-01,,Bogotá,6,166.66,,móvil,0
1947,Pedro,42,2015-09-12,2017-04-09,México,Buenos Aires,3,5.31,Tarjeta,Pc,0
1948,Pedro,51,2019-09-04,2024-01-02,colombia,bogota,3,486.89,,móvil,1
1949,Sofía,54,2016-11-22,2020-09-13,mexico,Buenos Aires,6,163.32,Efectivo,tablet,0
1950,Pedro,38,2018-07-11,2023-04-25,colombia,Medellín,5,76.08,Efectivo,,1
1951,,44,2017-04-13,2020-07-02,peru,Buenos Aires,14,69.51,Efectivo,pc,1
1952,desconocido,51,2022-07-27,2024-02-18,peru,cdmx,4,215.56,,tablet,1
1953,,21,,,colombia,Bogotá,6,175.57,Tarjeta,Pc,1
1954,desconocido,14,2021-03-10,2023-03-18,argentina,Lima,5,41.61,efectivo,pc,0
1955,Juan,34,2020-07-28,2023-11-22,mexico,Lima,5,105.5,,Pc,1
1956,desconocido,13,2020-05-21,2023-01-19,Colombia,cdmx,4,225.51,efectivo,móvil,0
